,imdb_title_id,title,original_title,year,date_published,genre,country,avg_vote,votes,budget,usa_gross_income,metascore,reviews_from_users,reviews_from_critics
80305,tt0079710,Una coppia perfetta,A Perfect Couple,1979,11/23/1979,"Comedy, Musical, Romance",USA,5.9,800,"$1,500,000 ",,,16.0,24.0
1873,tt2175470,A Winter Rose,A Winter Rose,2014,5/29/2014,"Drama, Music",USA,5.7,132,"$1,500,000 ",,,3.0,3.0
65901,tt0261983,Session 9,Session 9,2001,9/14/2001,"Horror, Mystery",USA,6.4,53110,"$1,500,000 ","$378,176 ",58.0,566.0,152.0
60896,tt0080130,Quando chiama uno sconosciuto,When a Stranger Calls,1979,10/26/1979,"Horror, Mystery, Thriller",USA,6.5,9387,"$1,500,000 ","$21,411,158 ",58.0,135.0,77.0
40061,tt0030018,La dama e il cowboy,The Cowboy and the Lady,1938,5/11/1939,"Comedy, Drama, Romance",USA,6.6,1213,"$1,500,000 ",,,33.0,10.0
8913,tt1380784,Big Money Rustlas,Big Money Rustlas,2010,1/23/2010,"Comedy, Western",USA,4.1,887,"$1,500,000 ",,,7.0,10.0
36776,tt1229405,Junkyard Dog,Junkyard Dog,2010,4/2/2010,"Horror, Thriller",USA,3.9,692,"$1,500,000 ",,,7.0,6.0
10612,tt1945052,Broken Roads,Broken Roads,2012,11/8/2012,Drama,USA,5.0,197,"$1,500,000 ",,,14.0,5.0
8708,tt3665498,Beyond the Sky,Beyond the Sky,2018,9/21/2018,"Mystery, Sci-Fi, Thriller",USA,5.7,3407,"$1,500,000 ",,,32.0,16.0
73289,tt1758795,The Do List - L'estate prima del college,The To Do List,2013,7/26/2013,"Comedy, Romance",USA,5.8,36170,"$1,500,000 ","$3,491,669 ",61.0,84.0,101.0
14796,tt0368662,Crab Orchard,Crab Orchard,2005,12/20/2010,"Drama, Family, Comedy",USA,4.4,120,"$1,500,000 ",,,5.0,1.0
32382,tt0075679,Il male di Andy Warhol,Bad,1977,1/20/1977,"Comedy, Crime, Horror",USA,6.2,700,"$1,500,000 ",,,25.0,13.0
36794,tt2905674,Jurassic City,Jurassic City,2015,1/1/2015,"Action, Adventure, Comedy",USA,3.3,1732,"$1,500,000 ",,,29.0,15.0
9132,tt8425034,Bit,Bit,2019,4/24/2020,"Comedy, Horror",USA,3.8,509,"$1,500,000 ",,,24.0,18.0
69188,tt1082599,Stag Night,Stag Night,2008,2/24/2010,"Horror, Thriller",USA,4.8,3059,"$1,500,000 ",,,43.0,39.0
1830,tt0063634,A tutto gas,Speedway,1968,8/24/1968,"Comedy, Musical",USA,5.7,1938,"$1,500,000 ",,53.0,28.0,12.0
73002,tt1153543,The Coverup,The Coverup,2008,1/1/2011,"Crime, Drama, Mystery",USA,5.2,357,"$1,500,000 ",,,4.0,2.0
14293,tt0031173,Confessions of a Nazi Spy,Confessions of a Nazi Spy,1939,5/6/1939,"Drama, War",USA,6.7,1439,"$1,500,000 ",,,35.0,11.0
64337,tt3398252,Samurai Cop 2: Deadly Vengeance,Samurai Cop 2: Deadly Vengeance,2015,10/9/2015,"Action, Crime, Thriller",USA,4.9,3455,"$1,500,000 ",,,29.0,24.0
3945,tt0080354,Alligator,Alligator,1980,5/1/1981,"Horror, Sci-Fi, Thriller",USA,6.0,10427,"$1,500,000 ",,62.0,124.0,96.0
55062,tt0368089,November,November,2004,4/7/2006,"Drama, Mystery, Thriller",USA,5.5,2981,"$1,500,000 ","$192,186 ",47.0,65.0,44.0
45771,tt6547786,Life Like,Life Like,2019,5/14/2019,"Sci-Fi, Thriller",USA,5.4,1644,"$1,500,000 ",,,43.0,7.0
16693,tt0418627,Death Tunnel - La maledizione,Death Tunnel,2005,1/11/2006,Horror,USA,2.7,4889,"$1,500,000 ",,,156.0,35.0
52754,tt0489235,My Name Is Bruce,My Name Is Bruce,2007,12/5/2008,"Comedy, Fantasy, Horror",USA,6.2,23435,"$1,500,000 ","$173,066 ",36.0,93.0,108.0
16421,tt0377749,Dead Birds,Dead Birds,2004,9/13/2004,"Horror, Thriller, Western",USA,5.6,9707,"$1,500,000 ",,,139.0,62.0
10366,tt1682226,Brando Unauthorized,Brando Unauthorized,2010,11/9/2010,Drama,USA,3.5,121,"$1,500,000 ",,,4.0,4.0
72641,tt0439478,The Boynton Beach Bereavement Club,The Boynton Beach Bereavement Club,2005,8/25/2006,"Comedy, Romance",USA,6.4,934,"$1,500,000 ","$3,127,472 ",61.0,29.0,34.0
1548,tt0323248,A Midsummer Night's Rave,A Midsummer Night's Rave,2002,11/1/2002,Drama,USA,5.1,479,"$1,500,000 ",,,20.0,
72401,tt0247199,The Believer,The Believer,2001,2/8/2002,Drama,USA,7.2,36152,"$1,500,000 ","$416,925 ",75.0,165.0,98.0
17557,tt9469842,Devil's Revenge,Devil's Revenge,2019,10/1/2019,Horror,USA,2.8,191,"$1,500,000 ",,,14.0,13.0
4329,tt5697722,American Criminal,American Criminal,2019,11/1/2019,Thriller,USA,6.5,330,"$1,500,000 ",,,,
44101,tt0071913,Le 9 vite di Fritz il gatto,The Nine Lives of Fritz the Cat,1974,9/18/1974,"Animation, Comedy",USA,5.4,2483,"$1,500,000 ",,,31.0,17.0
72596,tt0349159,"The Book of Mormon Movie, Volume 1: The Journey","The Book of Mormon Movie, Volume 1: The Journey",2003,1/12/2004,Adventure,USA,3.0,465,"$1,500,000 ","$1,680,020 ",,31.0,7.0
30809,tt0391229,I Want Someone to Eat Cheese With,I Want Someone to Eat Cheese With,2006,4/28/2006,"Comedy, Romance",USA,6.1,3197,"$1,500,000 ","$194,568 ",60.0,28.0,31.0
23004,tt0160275,Final Solution,Final Solution,2001,11/13/2001,"Action, Drama",USA,6.6,151,"$1,500,000 ",,,9.0,4.0
28701,tt0095311,Hit List - Il primo della lista,Hit List,1989,3/3/1989,"Action, Thriller",USA,5.6,476,"$1,500,000 ","$4,564 ",,13.0,8.0
56965,tt0279750,Outta Time,Outta Time,2002,3/29/2002,"Adventure, Crime, Action",USA,4.3,223,"$1,500,000 ",,19.0,5.0,6.0
11035,tt1740476,Butcher Boys,Butcher Boys,2012,8/4/2012,"Action, Comedy, Horror",USA,3.5,1463,"$1,500,000 ",,,35.0,35.0
62053,tt1064801,Red Canyon,Red Canyon,2008,7/26/2008,"Action, Horror, Thriller",USA,3.5,702,"$1,500,000 ",,,18.0,8.0
9642,tt1190537,Bloodline,Bloodline,2008,8/26/2011,Mystery,USA,5.8,377,"$1,500,000 ","$64,698 ",,23.0,8.0
79976,tt0029752,Un mondo che sorge,Wells Fargo,1937,12/31/1937,"History, Western",USA,6.5,462,"$1,500,000 ",,,8.0,11.0
36835,tt0471009,Just Like the Son,Just Like the Son,2006,10/15/2006,Drama,USA,6.4,1126,"$1,500,000 ",,,3.0,13.0
66328,tt0100589,Shakma - Morire per gioco,Shakma,1990,10/5/1990,"Horror, Sci-Fi, Thriller",USA,5.1,1693,"$1,500,000 ",,,53.0,36.0
62850,tt0090659,Risposta armata,Armed Response,1986,10/3/1986,"Action, Crime, Thriller",USA,5.1,566,"$1,500,000 ",,,18.0,12.0
54595,tt0040746,Nodo alla gola,Rope,1948,11/17/1956,"Crime, Drama, Mystery",USA,8.0,125949,"$1,500,000 ",,73.0,397.0,119.0
34581,tt0052303,Inferno sul fondo,Torpedo Run,1958,1/11/1959,"Drama, War",USA,6.4,1827,"$1,500,000 ",,,35.0,11.0
5573,tt0093171,Apocalisse a Frogtown - La città delle rane,Hell Comes to Frogtown,1988,1/1/1988,"Action, Comedy, Sci-Fi",USA,5.5,5103,"$1,500,000 ",,,62.0,76.0
79889,tt0055353,Un grappolo di sole,A Raisin in the Sun,1961,8/26/1961,Drama,USA,8.0,6995,"$1,500,000 ",,87.0,59.0,26.0
46142,tt0082332,L'invincibile ninja,Enter the Ninja,1981,10/2/1981,"Action, Crime, Drama",USA,5.3,4062,"$1,500,000 ",,35.0,55.0,68.0
63714,tt0357182,RX - Strade senza ritorno,Rx,2005,4/21/2005,"Thriller, Crime, Romance",USA,5.4,853,"$1,500,000 ",,,10.0,4.0
62344,tt0087995,Repo Man - Il recuperatore,Repo Man,1984,3/2/1984,"Action, Comedy, Crime",USA,6.9,33119,"$1,500,000 ","$129,000 ",82.0,181.0,150.0
48216,tt0363780,Lymelife,Lymelife,2008,11/12/2009,"Comedy, Drama, Romance",USA,6.9,13640,"$1,500,000 ","$421,307 ",64.0,54.0,158.0
74396,tt0271020,The Jimmy Show,The Jimmy Show,2001,9/13/2001,"Comedy, Drama",USA,5.2,525,"$1,500,000 ","$1,000 ",39.0,20.0,9.0
39767,tt0265171,La casa stregata di Elvira,Elvira's Haunted Hills,2001,10/31/2002,"Comedy, Horror",USA,5.9,2794,"$1,500,000 ",,48.0,41.0,32.0
44773,tt0048603,Le sette città d'oro,Seven Cities of Gold,1955,2/24/1956,"Adventure, Biography, History",USA,5.9,391,"$1,500,000 ",,,10.0,3.0
72669,tt1608369,The Brides of Sodom,The Brides of Sodom,2013,1/29/2013,"Fantasy, Horror, Sci-Fi",USA,2.7,276,"$1,500,000 ",,,6.0,6.0
62078,tt1097015,Red Hook,Red Hook,2009,10/3/2009,"Comedy, Horror, Thriller",USA,3.3,520,"$1,500,000 ",,,10.0,9.0
83002,tt0473308,Waitress - Ricette d'amore,Waitress,2007,10/12/2007,"Comedy, Drama, Romance",USA,7.0,43179,"$1,500,000 ","$19,074,800 ",75.0,216.0,178.0
78254,tt0416263,Tournament of Dreams,Tournament of Dreams,2007,4/24/2007,"Drama, Sport",USA,3.7,156,"$1,500,000 ",,,7.0,1.0
16427,tt0238149,Dead by Dawn,Dead by Dawn,1998,1998,"Drama, Mystery, Thriller",USA,4.3,232,"$1,500,000 ",,,13.0,2.0
78037,tt0375145,Tony 'n' Tina's Wedding,Tony 'n' Tina's Wedding,2004,5/3/2004,Comedy,USA,4.0,251,"$1,500,000 ",,36.0,3.0,6.0
85692,tt0463392,Zombie Nation,Zombie Nation,2004,5/13/2008,Horror,USA,2.0,7855,"$1,500 ",,,91.0,22.0
71080,tt11845692,Tales from Six Feet Under,Tales from Six Feet Under,2020,4/15/2020,"Comedy, Horror",USA,7.6,223,"$1,500 ",,,2.0,27.0
54139,tt2503968,Night of the Tentacles,Night of the Tentacles,2013,1/22/2013,Horror,USA,3.8,196,"$1,500 ",,,9.0,9.0
2364,tt0384792,Abby Singer,Abby Singer,2003,10/28/2003,"Comedy, Drama",USA,4.8,154,"$1,500 ",,,1.0,
74580,tt0076295,The Last House on Dead End Street,The Last House on Dead End Street,1973,5/6/1977,Horror,USA,5.3,1819,"$1,500 ",,,61.0,61.0
50884,tt3609458,Milfs vs. Zombies,Milfs vs. Zombies,2015,7/24/2015,"Comedy, Horror",USA,2.9,262,"$1,500 ",,,7.0,
68942,tt2942620,Spirit in the Woods,Spirit in the Woods,2014,3/15/2014,"Horror, Mystery",USA,4.1,626,"$1,500 ",,,16.0,3.0
84037,tt3104078,WNUF Halloween Special,WNUF Halloween Special,2013,10/18/2013,"Comedy, Horror",USA,6.6,780,"$1,500 ",,,18.0,20.0
16710,tt4504188,Death-Scort Service,Death-Scort Service,2015,10/13/2015,Horror,USA,4.5,130,"$1,500 ",,,3.0,10.0
71463,tt1160026,Team Picture,Team Picture,2007,7/2/2007,"Comedy, Drama, Music",USA,5.3,148,"$1,500 ",,,4.0,5.0
71966,tt4527664,Tex Montana Will Survive!,Tex Montana Will Survive!,2015,3/11/2016,Comedy,USA,6.0,289,"$1,500 ",,,8.0,1.0
68945,tt2402701,Spirit Stalkers,Spirit Stalkers,2012,6/16/2012,Horror,USA,4.5,192,"$1,500 ",,,9.0,6.0
8823,tt0029583,Biancaneve e i sette nani,Snow White and the Seven Dwarfs,1937,11/30/1938,"Animation, Family, Fantasy",USA,7.6,177157,"$1,499,000 ","$184,925,486 ",95.0,260.0,173.0
80157,tt0040825,Un sudista del Nord,A Southern Yankee,1948,8/5/1948,"Comedy, History, War",USA,6.7,469,"$1,482,000 ",,,20.0,3.0
46553,tt0050923,Lo sperone insanguinato,Saddle the Wind,1958,12/26/1958,Western,USA,6.6,1368,"$1,479,000 ",,,29.0,20.0
29891,tt0041929,I cavalieri dell'onore,Streets of Laredo,1949,5/27/1949,Western,USA,6.7,595,"$1,472,000 ",,,12.0,9.0
60053,tt0047086,Prigionieri del cielo,The High and the Mighty,1954,7/3/1954,"Action, Adventure, Drama",USA,6.8,5286,"$1,470,000 ",,,184.0,38.0
78601,tt0043044,Tre piccole parole,Three Little Words,1950,7/12/1950,"Biography, Comedy, Musical",USA,7.0,1577,"$1,470,000 ",,,36.0,12.0
10939,tt0048130,"Buongiorno, miss Dove","Good Morning, Miss Dove",1955,1/26/1956,Drama,USA,7.1,874,"$1,470,000 ",,,21.0,10.0
14414,tt0051088,Contrabbando sul mediterraneo,Tip on a Dead Jockey,1957,12/6/1957,"Crime, Drama, Film-Noir",USA,6.2,286,"$1,464,000 ",,,12.0,5.0
30111,tt0049635,I filibustieri della finanza,The Power and the Prize,1956,1957,Drama,USA,6.0,286,"$1,455,000 ",,,11.0,7.0
33344,tt0037913,Il romanzo di Mildred,Mildred Pierce,1945,12/4/1947,"Crime, Drama, Film-Noir",USA,8.0,22055,"$1,453,000 ",,88.0,363.0,110.0
80726,tt0365880,Uncle P,Uncle P,2007,6/26/2007,Comedy,USA,3.4,477,"$1,450,000 ",,,3.0,
76645,tt1174739,The Undying,The Undying,2009,10/25/2009,Thriller,USA,4.3,196,"$1,450,000 ",,,4.0,13.0
4652,tt0046330,Amore provinciale,Small Town Girl,1953,4/10/1953,"Musical, Romance",USA,6.3,600,"$1,438,000 ",,,31.0,3.0
25959,tt0051393,Gli uomini della terra selvaggia,The Badlanders,1958,12/14/1958,"Romance, Western",USA,6.4,1170,"$1,436,000 ",,,36.0,8.0
30472,tt0021746,I pionieri del West,Cimarron,1931,2/9/1931,"Drama, Western",USA,5.9,5304,"$1,433,000 ",,70.0,75.0,40.0
30750,tt0044059,I tre soldati,Soldiers Three,1951,4/1/1951,"Adventure, Comedy, War",USA,6.1,356,"$1,429,000 ",,,12.0,1.0
43945,tt0045471,L'attrice,The Actress,1953,9/25/1953,"Biography, Comedy, Drama",USA,6.5,1182,"$1,424,000 ",,,30.0,12.0
19617,tt0037408,Due ragazze e un marinaio,Two Girls and a Sailor,1944,6/1/1944,"Comedy, Drama, Music",USA,6.6,723,"$1,420,000 ",,,23.0,2.0
33370,tt3104930,Il sangue di Cristo,Da Sweet Blood of Jesus,2014,1/13/2015,"Comedy, Romance, Thriller",USA,4.2,1449,"$1,420,000 ",,52.0,15.0,51.0
83206,tt0045312,Washington Story,Washington Story,1952,7/18/1952,Drama,USA,6.2,217,"$1,419,000 ",,,7.0,1.0
71811,tt0033389,Terra selvaggia,Billy the Kid,1941,5/30/1941,"Biography, Drama, Western",USA,5.6,860,"$1,411,000 ",,,24.0,12.0
47886,tt0038170,Luna senza miele,Thrill of a Romance,1945,11/12/1945,"Musical, Romance",USA,6.5,669,"$1,410,000 ",,,27.0,7.0
19625,tt0043081,Due settimane d'amore,Two Weeks with Love,1950,1/7/1953,"Comedy, Musical, Romance",USA,6.9,756,"$1,405,000 ",,,19.0,4.0
23634,tt0036386,Forzate il blocco,Stand by for Action,1942,2/14/1944,"Action, Drama, War",USA,6.6,520,"$1,400,000 ",,,19.0,5.0
81528,tt0040934,Valeria l'amante che uccide,The Velvet Touch,1948,7/13/1948,"Drama, Film-Noir, Thriller",USA,6.8,838,"$1,400,000 ",,,30.0,11.0
33490,tt0034167,Il sergente York,Sergeant York,1941,12/1/1948,"Biography, Drama, History",USA,7.7,15009,"$1,400,000 ","$16,361,885 ",,115.0,42.0
59563,tt4746216,Pope,Pope,2017,2017,"Crime, Drama",USA,8.4,150,"$1,400,000 ",,,,
30174,tt0050204,I giganti toccano il cielo,Bombers B-52,1957,12/26/1957,"Drama, Romance, War",USA,5.8,703,"$1,400,000 ",,,15.0,12.0
29322,tt0464054,House at the End of the Drive,House at the End of the Drive,2014,11/1/2020,"Horror, Thriller",USA,6.6,336,"$1,400,000 ",,,6.0,3.0
14691,tt0063811,Costretto ad uccidere,Will Penny,1967,4/10/1968,"Romance, Western",USA,7.1,4038,"$1,400,000 ",,,68.0,25.0
232,tt4685428,1 Buck,1 Buck,2017,9/22/2017,"Drama, Thriller",USA,5.7,2213,"$1,400,000 ",,,29.0,6.0
7511,tt1319699,Ballistica,Ballistica,2009,5/17/2011,"Action, Adventure, Thriller",USA,3.4,379,"$1,400,000 ",,,7.0,12.0
76041,tt7334352,The Secret Garden,The Secret Garden,2017,9/9/2017,Family,USA,4.6,110,"$1,400,000 ",,,7.0,2.0
42264,tt0050218,La storia di Buster Keaton,The Buster Keaton Story,1957,5/1/1957,"Biography, Comedy, Drama",USA,5.3,245,"$1,400,000 ",,,12.0,5.0
78279,tt0029685,Tovarich,Tovarich,1937,12/25/1937,Comedy,USA,7.0,488,"$1,400,000 ",,,10.0,4.0
36043,tt2713642,Jersey Shore Massacre,Jersey Shore Massacre,2014,8/22/2014,"Comedy, Horror",USA,2.8,1125,"$1,400,000 ",,12.0,12.0,36.0
31637,tt0046912,Il delitto perfetto,Dial M for Murder,1954,11/19/1954,"Crime, Thriller",USA,8.2,153300,"$1,400,000 ","$12,562 ",75.0,356.0,107.0
40618,tt0049639,La grande sfida,The Proud Ones,1956,5/1/1956,Western,USA,7.0,1092,"$1,400,000 ",,,31.0,11.0
46074,tt0044138,L'ingenua maliziosa,Too Young to Kiss,1951,3/3/1952,"Comedy, Romance",USA,6.3,457,"$1,400,000 ",,,17.0,2.0
7597,tt0042832,Bandiera gialla,Panic in the Streets,1950,9/29/1950,"Crime, Drama, Film-Noir",USA,7.3,6919,"$1,400,000 ",,,91.0,57.0
21709,tt0042192,Eva contro Eva,All About Eve,1950,10/5/1951,Drama,USA,8.2,117634,"$1,400,000 ","$63,463 ",98.0,373.0,140.0
21007,tt0074475,Embryo,Embryo,1976,5/21/1976,"Horror, Sci-Fi",USA,5.1,1274,"$1,400,000 ",,,36.0,34.0
62923,tt0054197,Ritratto in nero,Portrait in Black,1960,9/3/1960,"Crime, Drama, Mystery",USA,6.5,1209,"$1,400,000 ",,,33.0,12.0
38478,tt0436460,Kiss Me Again,Kiss Me Again,2006,4/28/2006,"Romance, Drama",USA,5.0,970,"$1,400,000 ",,34.0,11.0,8.0
46596,tt0376649,Lo strangolatore,The Hillside Strangler,2004,11/12/2004,"Crime, Drama, Thriller",USA,5.3,1741,"$1,400,000 ","$4,143 ",19.0,33.0,38.0
66318,tt0102898,Shakes the Clown,Shakes the Clown,1991,3/13/1992,"Comedy, Crime, Drama",USA,5.6,4552,"$1,400,000 ","$115,103 ",,49.0,17.0
59699,tt0145404,Possums,Possums,1998,6/13/1998,"Comedy, Drama, Sport",USA,5.7,271,"$1,400,000 ",,,14.0,5.0
80817,tt1468381,Undocumented,Undocumented,2010,9/1/2010,Horror,USA,5.9,1216,"$1,400,000 ",,,18.0,18.0
14178,tt0074991,Complesso di colpa,Obsession,1976,11/21/1976,"Drama, Mystery, Thriller",USA,6.7,8660,"$1,400,000 ",,59.0,73.0,88.0
32997,tt0044324,Il prezzo del dovere,Above and Beyond,1952,1/2/1953,"Action, Biography, Drama",USA,6.9,1063,"$1,397,000 ",,,29.0,7.0
74048,tt0042542,The Happy Years,The Happy Years,1950,7/7/1950,"Comedy, Romance, Sport",USA,6.8,628,"$1,393,000 ",,,23.0,1.0
58850,tt0051732,Pietà per la carne,Home Before Dark,1958,6/5/1959,Drama,USA,7.0,870,"$1,390,000 ",,,53.0,5.0
54822,tt0051758,Non voglio morire,I Want to Live!,1958,12/3/1958,"Biography, Crime, Drama",USA,7.4,5589,"$1,383,578 ",,,79.0,32.0
41527,tt0049201,La pistola sepolta,The Fastest Gun Alive,1956,4/4/1957,"Drama, Western",USA,7.1,2744,"$1,383,000 ",,,61.0,10.0
42009,tt0046963,La sete del potere,Executive Suite,1954,9/9/1954,Drama,USA,7.4,3507,"$1,383,000 ",,,64.0,25.0
39749,tt0048182,La casa di bambù,House of Bamboo,1955,11/11/1955,"Crime, Drama, Film-Noir",USA,6.8,2945,"$1,380,000 ",,,62.0,48.0
6741,tt0034281,Avventura a Bombay,They Met in Bombay,1941,6/27/1941,"Adventure, Comedy, Crime",USA,6.6,942,"$1,380,000 ",,,18.0,3.0
7897,tt0060153,Batman,Batman: The Movie,1966,10/26/1966,"Adventure, Comedy, Crime",USA,6.5,29184,"$1,377,800 ",,71.0,170.0,68.0
581,tt0048919,23 passi dal delitto,23 Paces to Baker Street,1956,1956,"Crime, Mystery, Thriller",USA,7.0,1864,"$1,375,000 ",,,36.0,30.0
32816,tt0042395,Il passo del diavolo,Devil's Doorway,1950,4/21/1951,"Romance, Western",USA,7.2,1297,"$1,373,000 ",,,32.0,24.0
40034,tt0054016,La crociera del terrore,The Last Voyage,1960,2/19/1960,"Action, Adventure, Drama",USA,6.7,1821,"$1,370,000 ",,,60.0,11.0
57524,tt0032194,Paradiso proibito,"All This, and Heaven Too",1940,7/13/1940,"Drama, Romance",USA,7.5,4238,"$1,370,000 ",,,64.0,15.0
54354,tt0031725,Ninotchka,Ninotchka,1939,3/16/1948,"Comedy, Romance",USA,7.9,18470,"$1,365,000 ",,,109.0,65.0
22528,tt0041127,Fate il vostro gioco,Any Number Can Play,1949,7/15/1949,"Drama, War",USA,6.8,669,"$1,363,000 ",,,19.0,6.0
80330,tt0039840,Una donna distrusse,Smash-Up: The Story of a Woman,1947,3/1/1947,"Drama, Film-Noir, Music",USA,6.4,1237,"$1,360,286 ",,,34.0,7.0
46638,tt0042509,Lo zoo di vetro,The Glass Menagerie,1950,2/23/1951,Drama,USA,7.1,993,"$1,357,000 ",,,19.0,6.0
44155,tt0053571,Le avventure di Huck Finn,The Adventures of Huckleberry Finn,1960,8/3/1960,"Adventure, Comedy, Drama",USA,6.3,1285,"$1,357,000 ",,,18.0,9.0
45842,tt0046000,Lili,Lili,1953,7/10/1953,"Drama, Musical, Romance",USA,7.4,3197,"$1,353,000 ",,,57.0,19.0
14652,tt0040271,Così sono le donne,A Date with Judy,1948,7/29/1948,"Comedy, Musical, Romance",USA,6.6,1071,"$1,353,000 ",,,32.0,6.0
43186,tt0052876,L'albero degli impiccati,The Hanging Tree,1959,3/12/1959,Western,USA,7.1,3576,"$1,350,000 ",,,46.0,23.0
73053,tt1425252,The Crypt,The Crypt,2009,1/29/2015,Horror,USA,3.2,1176,"$1,350,000 ",,,16.0,13.0
25171,tt1472082,Getting That Girl,Getting That Girl,2011,10/23/2011,"Comedy, Drama, Romance",USA,4.6,561,"$1,350,000 ",,,12.0,3.0
18127,tt0037843,Dinamite bionda,Keep Your Powder Dry,1945,4/1/1945,"Drama, War",USA,6.4,398,"$1,348,000 ",,,16.0,4.0
42201,tt0041526,La sposa rubata,John Loves Mary,1949,6/30/1949,Comedy,USA,6.2,399,"$1,346,000 ",,,14.0,6.0
4740,tt0252052,An American Reunion,An American Reunion,2003,2004,"Comedy, Drama, Romance",USA,6.9,2000,"$1,345,762 ",,,20.0,
42070,tt0035093,La signora Miniver,Mrs. Miniver,1942,10/7/1946,"Drama, Romance, War",USA,7.6,15459,"$1,344,000 ",,,105.0,60.0
82785,tt0034399,Volto di donna,A Woman's Face,1941,4/16/1946,"Drama, Film-Noir, Thriller",USA,7.2,2699,"$1,343,000 ",,,50.0,24.0
45950,tt0048748,L'imputato deve morire,Trial,1955,10/7/1955,Drama,USA,6.8,891,"$1,341,000 ",,,28.0,7.0
58779,tt0067350,Piccoli omicidi,Little Murders,1971,2/9/1971,Comedy,USA,7.0,2451,"$1,340,000 ",,,47.0,30.0
17365,tt0045682,Destinazione Mongolia,Destination Gobi,1953,5/11/1953,"Adventure, Drama, War",USA,6.2,831,"$1,340,000 ",,,22.0,8.0
3955,tt0043590,Allo sbaraglio,Go for Broke!,1951,9/14/1951,"Drama, History, War",USA,6.7,1224,"$1,337,000 ",,,31.0,12.0
21633,tt0039892,Età inquieta,That Hagen Girl,1947,11/1/1947,Drama,USA,6.3,602,"$1,327,000 ",,,27.0,4.0
46962,tt0037604,L'ora di New York,The Clock,1945,5/25/1945,"Drama, Romance",USA,7.4,2945,"$1,324,000 ",,,67.0,31.0
30721,tt0045679,I topi del deserto,The Desert Rats,1953,5/20/1953,"Action, Adventure, Drama",USA,6.8,4503,"$1,320,000 ",,,36.0,11.0
13392,tt0039293,Cinzia,Cynthia,1947,8/29/1947,"Comedy, Drama",USA,6.2,474,"$1,318,000 ",,,22.0,2.0
83564,tt0045324,When in Rome,When in Rome,1952,7/10/1952,"Comedy, Crime, Drama",USA,6.6,240,"$1,313,000 ",,,14.0,2.0
78359,tt0022495,Trader Horn,Trader Horn,1931,5/23/1931,"Action, Adventure, Drama",USA,6.2,868,"$1,312,636 ",,,29.0,14.0
26380,tt0043595,"Goodbye, My Fancy","Goodbye, My Fancy",1951,5/19/1951,"Comedy, Romance",USA,5.8,674,"$1,312,000 ",,,25.0,5.0
50173,tt0037062,Meet the People,Meet the People,1944,3/15/1945,"Comedy, Musical, Romance",USA,5.8,346,"$1,302,000 ",,,11.0,3.0
38649,tt0070622,Kobra,Sssssss,1973,7/1/1973,"Horror, Sci-Fi",USA,5.4,3220,"$1,300,000 ",,,63.0,42.0
32870,tt0030145,Il piacere dello scandalo,Fools for Scandal,1938,4/16/1938,"Comedy, Music, Romance",USA,6.0,405,"$1,300,000 ",,,16.0,7.0
75543,tt4341532,The Phoenix Incident,The Phoenix Incident,2015,6/16/2015,"Mystery, Sci-Fi, Thriller",USA,5.0,1468,"$1,300,000 ",,,20.0,24.0
64975,tt0091898,Scared Stiff,Scared Stiff,1987,10/23/1987,Horror,USA,4.7,537,"$1,300,000 ",,,18.0,29.0
40498,tt0042041,La furia umana,White Heat,1949,9/15/1950,"Action, Crime, Drama",USA,8.1,28955,"$1,300,000 ",,,187.0,82.0
18113,tt0039761,Dimmi addio,Repeat Performance,1947,5/22/1947,"Crime, Drama, Film-Noir",USA,6.9,773,"$1,300,000 ",,,37.0,17.0
19791,tt0171465,Dusting Cliff 7,Dusting Cliff 7,1997,3/22/1997,"Action, Crime, Drama",USA,4.0,240,"$1,300,000 ",,,5.0,1.0
48809,tt5910170,Mai fidarti della tua ex,Inconceivable,2016,10/1/2016,"Drama, Thriller",USA,5.1,200,"$1,300,000 ",,,9.0,2.0
14377,tt0039041,Conta solo l'avvenire,Tomorrow Is Forever,1946,1/1/1946,"Drama, Romance, War",USA,7.4,2270,"$1,300,000 ",,,60.0,16.0
47823,tt0067328,L'ultimo spettacolo,The Last Picture Show,1971,12/22/1972,"Drama, Romance",USA,8.0,41253,"$1,300,000 ","$29,133,000 ",93.0,194.0,91.0
72356,tt0190255,The Basket,The Basket,1999,5/5/2000,Drama,USA,6.3,478,"$1,300,000 ","$367,098 ",53.0,39.0,14.0
33844,tt0038955,Il vendicatore silenzioso,Smoky,1946,6/26/1946,"Drama, Family, Music",USA,6.7,335,"$1,300,000 ",,,19.0,2.0
52800,tt1604589,My Uncle Rafael,My Uncle Rafael,2012,9/21/2012,Comedy,USA,5.9,188,"$1,300,000 ","$243,616 ",36.0,12.0,6.0
31807,tt0071994,Il fantasma del palcoscenico,Phantom of the Paradise,1974,6/13/1975,"Comedy, Drama, Fantasy",USA,7.4,16302,"$1,300,000 ",,67.0,164.0,109.0
64357,tt0028216,San Francisco,San Francisco,1936,6/26/1936,"Drama, Musical, Romance",USA,7.2,4794,"$1,300,000 ",,,82.0,26.0
26897,tt0119237,Gummo,Gummo,1997,11/24/1997,"Comedy, Drama",USA,6.8,31402,"$1,300,000 ","$116,799 ",19.0,407.0,53.0
